text,timestamp,author_id,poll_id
mWJfWdiINAgnzvUnvDnesEBuVsp,2025-05-08T00:45:56.673934300,364,1000
ysda,2025-04-26T00:45:56.673934300,831,192
FzOkzhejohveym,2025-04-25T00:45:56.674934900,624,169
nMDDeUAqvKcjURaSZSbKErwWRmfXhBA,2025-04-17T00:45:56.674934900,774,305
gJmLeBnlkuDFJy,2025-05-11T00:45:56.674934900,716,903
VC,2025-05-16T00:45:56.674934900,492,616
BafHzmMOWBmCjDOrGOaMNF,2025-05-02T00:45:56.674934900,750,619
NZRZAnwplqWsQlIyNlHzksKyBZmh,2025-04-20T00:45:56.674934900,124,433
oevPyAnCLHIXQCDBNHwhfZCaXaf,2025-04-20T00:45:56.674934900,143,366
gaotrtYUB,2025-05-15T00:45:56.674934900,823,719
ynEQqsgmjOFrKHBDBLnmfsf,2025-04-30T00:45:56.674934900,603,121
Rs,2025-04-19T00:45:56.674934900,261,502
ebOwLCQRsSYMwZQWbMKEarY,2025-04-25T00:45:56.674934900,533,585
VKOcQJab,2025-05-02T00:45:56.674934900,35,643
UyNNhiasClYEasqzRftRWXPEhRf,2025-04-25T00:45:56.674934900,110,386
PqPrhn,2025-05-10T00:45:56.674934900,653,359
ldVNuHtqZdsvzIwzYqkkrZXCuLsuzC,2025-05-02T00:45:56.674934900,872,688
DuN,2025-05-14T00:45:56.674934900,146,98
o,2025-05-03T00:45:56.674934900,592,852
w,2025-04-20T00:45:56.674934900,903,554
fTGaZcDGrjWTtB,2025-05-12T00:45:56.674934900,138,469
AAOeclAxYmQkMYYAvmzFGRrqRhmN,2025-04-22T00:45:56.675934100,124,461
JobqkwhLEOigT,2025-05-08T00:45:56.675934100,984,99
lCMlS,2025-04-23T00:45:56.675934100,199,855
DIIGNnoVvwjGcksndU,2025-05-09T00:45:56.675934100,250,306
MhMLaVSYIyOQwTwLNkaZrViMFXah,2025-05-03T00:45:56.675934100,907,370
AUKdOqPlWzaykcHreZPI,2025-04-29T00:45:56.675934100,484,409
MJNBlbAUOUvwBLAzkDLHPZbRZQ,2025-04-25T00:45:56.675934100,574,525
VeOWQTTsaxGNZXUTwoFQpk,2025-04-25T00:45:56.675934100,790,620
YRXPqJkpdJppgPrxA,2025-04-27T00:45:56.675934100,238,150
ddyXslxOvUGTuuuAfPFaYLiSzFX,2025-04-20T00:45:56.675934100,156,251
qMrUtRvHkYjesNnqZbzIOuPKQm,2025-04-26T00:45:56.675934100,570,484
GgybwptVFCEYb,2025-04-17T00:45:56.675934100,89,131
l,2025-04-30T00:45:56.675934100,643,818
MhQaabNPEtLzthYSTbWfX,2025-05-08T00:45:56.675934100,456,384
MfnMqxqvgeYXrAaIxOOPFXpsIhl,2025-05-09T00:45:56.675934100,110,975
cfTYTnAcBWqoRviraCDsmerHqnzEp,2025-05-11T00:45:56.675934100,169,874
ACmnWZZIDuNMDGMOpxX,2025-05-11T00:45:56.675934100,659,664
lmgq,2025-04-22T00:45:56.675934100,529,350
xGLpyjTKjw,2025-04-26T00:45:56.675934100,30,184
YGGcTIAFZqawTGhpmUbe,2025-05-10T00:45:56.675934100,938,455
xnPiTNLR,2025-05-08T00:45:56.675934100,436,292
nlKhacEwGwBD,2025-04-25T00:45:56.675934100,565,163
ZSOgKWMPOhZAkDhhtDghC,2025-04-19T00:45:56.675934100,648,482
whuIOrQGldQPmNwztOIIvWqe,2025-05-13T00:45:56.675934100,213,67
KnrjiyTpvmTupzyzUThKqblR,2025-05-13T00:45:56.675934100,738,43
abjIan,2025-04-27T00:45:56.675934100,925,615
iaJdhxvcfQvYhpQdHAfnszNvhGxPt,2025-05-13T00:45:56.675934100,577,903
eVTSJOP,2025-04-22T00:45:56.675934100,456,673
GZCnFfufMMVlgOwYxQMZVkaRdL,2025-04-28T00:45:56.675934100,633,658
dXzwjy,2025-04-25T00:45:56.676936300,706,256
nFyaQBKjmLVWDqKEPzrid,2025-05-13T00:45:56.676936300,997,440
AZrP,2025-05-03T00:45:56.676936300,561,142
KumdNLgjwsaiAxExnDhJBdeiPZ,2025-05-05T00:45:56.676936300,383,609
mZhCYcbrtAgySjuAnxq,2025-04-21T00:45:56.676936300,612,724
xGBGwdSOtyzdPQYRGoL,2025-05-03T00:45:56.676936300,236,389
yNUorUxJwNPqTdplesK,2025-05-14T00:45:56.676936300,640,658
SjqEBsUhsGnrdMcaZwNPwBsNZRypxn,2025-05-10T00:45:56.676936300,701,763
nK,2025-04-19T00:45:56.676936300,410,656
syoAQkpcAtXdNkXnDoGuWFgvSuS,2025-04-26T00:45:56.676936300,556,390
WGjsmeREehdeyfGBDvSXclPFgfNaFB,2025-05-02T00:45:56.676936300,320,855
ATcvMjNrQhSUwDujANPs,2025-04-23T00:45:56.676936300,757,673
DExxBEfjnmEShXfUOOUyhnEU,2025-05-01T00:45:56.676936300,513,671
Uv,2025-05-09T00:45:56.676936300,183,762
RuxEWrqFJpJKNjhMctpYLynjyZGeUZx,2025-05-15T00:45:56.676936300,594,97
TyNP,2025-05-10T00:45:56.676936300,595,138
UMlPzsnUrwnLTEuCxVhxftqAiqrLmy,2025-04-22T00:45:56.676936300,463,452
YLjNxmpLReYOlLYpwmmDnPpZaD,2025-04-25T00:45:56.676936300,253,645
XqPDaoDofNvkAeYHLNDTOaFm,2025-04-26T00:45:56.676936300,48,390
IeCFqHVjWAxkAFWUWZ,2025-04-19T00:45:56.676936300,964,143
AQAIYDOMBuiQnGlGSkO,2025-05-05T00:45:56.676936300,61,401
iDrVUv,2025-04-20T00:45:56.676936300,272,179
mPZFhXbDyRCRhTumtkWXODUG,2025-04-18T00:45:56.676936300,995,376
fsPksGyrSJvIsfMdzqf,2025-04-24T00:45:56.676936300,62,965
HSEBqTAhGFZumaR,2025-04-28T00:45:56.676936300,533,186
eUSkbpHHDH,2025-05-04T00:45:56.676936300,299,267
ZodNlwMyaUsKYZAuIrpjtBG,2025-05-06T00:45:56.676936300,882,801
vxHVklkuBossXWOAZtLjloTQM,2025-04-28T00:45:56.676936300,851,530
XFykdvfANQ,2025-04-25T00:45:56.676936300,36,691
JkcJsUkdT,2025-04-22T00:45:56.676936300,372,248
QaJQCmyJYrkoEuTL,2025-04-27T00:45:56.676936300,235,376
CBojZRVM,2025-05-14T00:45:56.676936300,561,901
KVmYmeBEkAx,2025-05-10T00:45:56.676936300,41,238
vzybYqySdGdCawlDDIWMYlHirg,2025-05-10T00:45:56.676936300,537,41
KDJJPOmytsP,2025-04-29T00:45:56.676936300,194,913
rQOiRPIZaeuZPILCqiCYTIbsV,2025-05-06T00:45:56.676936300,597,313
uPtNfoGoSHAjVnaBHjZ,2025-05-06T00:45:56.677935900,72,375
obELADGEBnqTsOIP,2025-05-07T00:45:56.677935900,305,649
BYTt,2025-05-08T00:45:56.677935900,368,867
gnmXrHCTUAO,2025-04-21T00:45:56.677935900,445,592
iUCSRsVCOP,2025-04-22T00:45:56.677935900,603,352
dGslBPYODZ,2025-05-04T00:45:56.677935900,81,789
UorXGIdpikGINLOGeEcFPRUR,2025-05-14T00:45:56.677935900,379,385
twKehcduvXKdxvSUmwTldNgGAXc,2025-04-29T00:45:56.677935900,694,509
vObsSReta,2025-05-02T00:45:56.677935900,223,18
GXmLCKwxZBnrOkpdvSJrxOGisM,2025-04-17T00:45:56.677935900,97,906
DYTWn,2025-04-22T00:45:56.677935900,474,564
mq,2025-05-15T00:45:56.677935900,586,739
LuKdrWjWU,2025-04-22T00:45:56.677935900,302,968
sDkNTrPuYObHBUMageBsbnegcNYRfqP,2025-05-05T00:45:56.677935900,549,428
lZnTOusHcTagqJZjDWBCdN,2025-04-21T00:45:56.677935900,267,488
NdqaTPhYftAePm,2025-04-21T00:45:56.677935900,878,396
kpsCSrPfCjrddiqSVOrfYCMfBbu,2025-04-25T00:45:56.677935900,461,663
fpuLXKsKOeAZffqPFevGQi,2025-05-03T00:45:56.677935900,985,757
USqUogeZiKmsWXF,2025-05-05T00:45:56.677935900,76,120
IDfXeWYaOysjXbgWzBCzgiUVAF,2025-05-03T00:45:56.677935900,731,973
ghQunobrWacdtnqDosVkHft,2025-05-01T00:45:56.677935900,145,615
ZiBZSiAyKcNLKnYzfwLdo,2025-04-30T00:45:56.677935900,688,732
XmPWAMmLGbaezyLyEbgD,2025-04-21T00:45:56.677935900,228,256
pdrBoViThNikhqi,2025-05-12T00:45:56.677935900,99,745
GY,2025-05-14T00:45:56.677935900,251,566
KrsymmaVyOrJHlPYSKhJnWIwVJRl,2025-04-20T00:45:56.677935900,434,516
tinjKMPgQLQLOKgtihKQDCY,2025-05-16T00:45:56.677935900,602,419
SKrBreymiKMpeVMjxlIJ,2025-05-07T00:45:56.677935900,679,919
aBzAsmxRDVRHPyMOHILF,2025-04-21T00:45:56.677935900,33,391
pBH,2025-04-25T00:45:56.677935900,866,752
FFrZSHFekZAlyCplrHoxJoflfPJ,2025-05-03T00:45:56.677935900,30,669
rUUq,2025-04-18T00:45:56.677935900,921,987
oyrnmKEknJKrk,2025-04-26T00:45:56.677935900,120,283
HUcngEPXQKpbxZGSYpdipVaWzva,2025-05-12T00:45:56.677935900,16,575
bEfBjnFMpBvynGXYxHaOvBmmxMmDDDI,2025-04-29T00:45:56.677935900,928,907
TIxk,2025-04-26T00:45:56.677935900,311,112
CAmcrvckmdYZozZJWwelJyprXrUUHpN,2025-05-05T00:45:56.677935900,829,64
inFrbrAfff,2025-04-17T00:45:56.677935900,741,562
wRXBqHPhzpBCYLMODXlmXndEs,2025-05-15T00:45:56.678934800,864,738
TqCsiHwWrVzGGcpdwftPrtKXgBlU,2025-05-10T00:45:56.678934800,920,849
oBwXOzOEzpWigjbZxz,2025-04-30T00:45:56.678934800,263,885
SvHZuUAZmXjuGkrpsXMz,2025-05-11T00:45:56.678934800,950,404
arAcgLhBD,2025-05-15T00:45:56.678934800,310,476
WRdpzUQRbGpoLAqWZsmbAVTlSQFOr,2025-04-21T00:45:56.678934800,739,398
SsMisOJyiNKfxsMXmESmn,2025-05-16T00:45:56.678934800,802,414
PpKMaJ,2025-04-29T00:45:56.678934800,189,607
ggEaQXOfnkFPIQvmQefrDyZQAwVkB,2025-05-11T00:45:56.678934800,503,82
ujlhrUxDHJKQ,2025-04-24T00:45:56.678934800,937,493
obrkjmLWfKprQjVdQkdJnEVqVDCk,2025-05-16T00:45:56.678934800,653,245
P,2025-05-12T00:45:56.678934800,882,766
QWCtAwMb,2025-05-03T00:45:56.678934800,975,223
SKCztxSTQuBisDZeFYWCObznj,2025-04-19T00:45:56.678934800,401,88
MkJfLvDfzMPLb,2025-04-17T00:45:56.678934800,990,26
mZyVLbMcvJ,2025-04-22T00:45:56.678934800,819,798
AUuaAgkznOvKdjQIKXvtgIBMbon,2025-04-24T00:45:56.678934800,302,80
BxwVmHoVqDKPTmuSUWUpD,2025-04-17T00:45:56.678934800,236,191
tATcK,2025-04-30T00:45:56.678934800,21,338
MAxWdu,2025-04-21T00:45:56.678934800,341,889
aeYNeYsrZQIsKSSlFFfAtKYsMLao,2025-04-24T00:45:56.678934800,921,690
vrCDR,2025-04-24T00:45:56.678934800,294,643
wP,2025-04-24T00:45:56.678934800,908,650
pFNYxACrSJVURDLQmlEhXigzvMH,2025-04-23T00:45:56.678934800,151,402
JiDHiirZYOOWbzsViR,2025-05-16T00:45:56.678934800,783,334
NXygS,2025-04-20T00:45:56.678934800,764,364
XUgEEuqmAgInSlRbwMHHQDJzFmaIj,2025-05-08T00:45:56.678934800,970,267
mgfjuKpcUxqIJpJmnAOPgTjPnWBu,2025-05-10T00:45:56.678934800,352,561
PDKYTrVddtG,2025-05-06T00:45:56.678934800,218,138
wAzgSWbRX,2025-05-16T00:45:56.679934900,615,63
gXIIcaqEww,2025-05-03T00:45:56.679934900,447,838
bmAUdRqVsXbOpjfW,2025-05-12T00:45:56.679934900,289,546
khKokxSgNFURlvukhOHyBInJfr,2025-05-04T00:45:56.679934900,824,372
fsZCRJRwYEZDauowELjvAu,2025-04-25T00:45:56.679934900,871,333
TrvAcutJMIIbylkLwImqMx,2025-05-05T00:45:56.679934900,46,844
CdyzYBlhPmFkvLYvskNm,2025-05-02T00:45:56.679934900,198,574
YAsPnKNOLeNJywbdUGZRCwWFhGs,2025-05-05T00:45:56.679934900,875,205
eVBXdqCQtUos,2025-04-24T00:45:56.679934900,318,304
XLJpBdpPDofNaq,2025-05-04T00:45:56.679934900,673,681
YHCAixsLKlVF,2025-05-05T00:45:56.679934900,475,122
KVWfSBWWOThc,2025-04-24T00:45:56.679934900,785,659
KCrNfxd,2025-04-28T00:45:56.679934900,443,958
qicXIZVYbltfvbwYNRLurqcnqIrLl,2025-05-09T00:45:56.679934900,822,600
ezybVRBpSyfpvBtneLdqPzmwQC,2025-04-26T00:45:56.679934900,608,34
VEnPBVBxcoDZjjWEhgwKBlRU,2025-04-21T00:45:56.679934900,594,561
BRhRLM,2025-04-23T00:45:56.679934900,139,971
InrdUWLFzy,2025-05-01T00:45:56.679934900,204,735
UOqisqTNeRsI,2025-04-26T00:45:56.679934900,207,151
icnOCXjJSb,2025-04-18T00:45:56.679934900,997,12
nWWSBwwqIKdAA,2025-05-05T00:45:56.679934900,444,772
aSihH,2025-05-01T00:45:56.679934900,850,853
VnnPImRKVnMaI,2025-05-13T00:45:56.679934900,887,602
psIuvmlQuRCsvbecjDFyuFuP,2025-05-08T00:45:56.679934900,662,838
SKPRJGRnesbrjJEgvBN,2025-05-08T00:45:56.679934900,989,432
pHEJb,2025-05-10T00:45:56.679934900,478,873
lNvfsWiAMTh,2025-05-05T00:45:56.679934900,528,395
wnUOlWOpAipeanFXMfDJJMM,2025-05-01T00:45:56.679934900,488,671
CGCFvtcisDmdRplGiylun,2025-04-27T00:45:56.679934900,612,132
cochkvQsUMntYPQNo,2025-05-11T00:45:56.679934900,583,983
WSJ,2025-04-22T00:45:56.679934900,535,786
KRHmvg,2025-05-04T00:45:56.679934900,136,542
FMhUXitwfhikbPWdiIwYdcIyALEuE,2025-04-29T00:45:56.679934900,209,55
UfdaFkOSZNlBxZCUGxbKUXQ,2025-04-24T00:45:56.679934900,788,703
urFMrWKddMadekk,2025-04-20T00:45:56.679934900,429,205
TtyANGlvsWUsmnrJFJTrg,2025-04-21T00:45:56.679934900,976,684
QybPaGbocawc,2025-05-02T00:45:56.679934900,82,913
lWGaLLd,2025-04-24T00:45:56.679934900,850,48
ezuLrbrhX,2025-05-03T00:45:56.679934900,457,604
HgnmiokjTuBSMxWJChneTRKi,2025-05-09T00:45:56.679934900,114,43
iAvYhwc,2025-04-23T00:45:56.679934900,323,728
LcqTqRbNKMLaczffhoq,2025-04-24T00:45:56.680933900,818,555
sTTyUlmSeCe,2025-05-05T00:45:56.680933900,471,103
cOwoItpSnqohqBYAoKpTrw,2025-05-14T00:45:56.680933900,793,399
IqDoVcUeSwlODP,2025-05-15T00:45:56.680933900,164,788
fIhYxWEubznECRwfSDsgbd,2025-04-17T00:45:56.680933900,269,408
iANiCCGFkJ,2025-04-22T00:45:56.680933900,597,975
Xo,2025-04-25T00:45:56.680933900,425,320
bwsRyPKCGODN,2025-05-10T00:45:56.680933900,414,503
jQo,2025-05-08T00:45:56.680933900,186,635
dRyiUMXHijBozOSU,2025-04-21T00:45:56.680933900,214,119
hrVMh,2025-04-23T00:45:56.680933900,822,718
zz,2025-05-04T00:45:56.680933900,921,452
HvzuGNRmgOGbUd,2025-05-14T00:45:56.680933900,713,833
hvwuOgaDueJTOPxMvwhjYxzTDU,2025-04-17T00:45:56.680933900,716,194
UazQpQQlEaJQsuPUkWWvAHZoJZfD,2025-05-10T00:45:56.680933900,466,133
bwFMGaAsGYboVneAKUBNz,2025-04-24T00:45:56.680933900,602,70
r,2025-04-23T00:45:56.680933900,174,799
AQMVJMLxyCZvFkzJpHWtqSNTvUJE,2025-05-08T00:45:56.680933900,347,567
auHxZnlzNI,2025-04-17T00:45:56.680933900,95,644
frHEtSGpLuFuiZaiRkKhHXvhg,2025-04-24T00:45:56.680933900,544,876
kLLM,2025-05-10T00:45:56.680933900,667,200
xCdJUwxEqmMhTiAhmiXxJ,2025-05-09T00:45:56.680933900,307,48
RObsO,2025-05-01T00:45:56.680933900,694,129
DJMYcYePZoyPcZmFLvbnm,2025-05-05T00:45:56.680933900,342,752
PZXbNOaUyNXortqXhfJRlvWBcDMj,2025-04-17T00:45:56.680933900,541,504
vLQPMRVYYvw,2025-04-27T00:45:56.680933900,825,426
yuQOca,2025-05-08T00:45:56.680933900,664,911
LL,2025-04-22T00:45:56.680933900,883,48
fXArQAxrBthnQmxFLkfHHkgW,2025-04-18T00:45:56.680933900,527,638
cSxxTqvNNHkfkYuEDFLxhIjbzUP,2025-05-06T00:45:56.680933900,678,933
ORXCyfuVLRjACEcEhQrqEgK,2025-05-09T00:45:56.680933900,825,129
CrcwcUWXkZEJQDyTkyuwlAEqkezbDzO,2025-04-23T00:45:56.680933900,887,361
nSQgbsRFCfsFMGwW,2025-04-23T00:45:56.680933900,877,906
vqydKgZuCvNjxekkdSR,2025-05-04T00:45:56.680933900,73,926
ot,2025-05-12T00:45:56.680933900,973,603
TqvzIdUOsTKFqwIhJgyXWzihE,2025-04-30T00:45:56.680933900,605,800
BAubFaSpj,2025-05-15T00:45:56.680933900,855,639
Y,2025-05-16T00:45:56.680933900,491,200
EWZolCfjWlrRtOIGtVEFecpWBB,2025-04-20T00:45:56.681937200,450,195
pAaSIRxerzm,2025-04-30T00:45:56.681937200,493,178
EMHUKUZNITkwvTgWNwK,2025-05-12T00:45:56.681937200,602,930
KPIjYP,2025-04-27T00:45:56.681937200,691,445
OCMPAsMqeRGWXx,2025-05-12T00:45:56.681937200,957,225
HQMwNRQ,2025-04-30T00:45:56.681937200,239,555
QLRqZqSLYpTrhbvrSiNBOchrDhJ,2025-04-26T00:45:56.681937200,660,282
fRTvwjyIPnwqBVZpcAZQCHfElsWv,2025-05-12T00:45:56.681937200,979,2
BQozYXGQrxmErSgCHDEHGruG,2025-04-20T00:45:56.681937200,627,750
xlc,2025-05-15T00:45:56.681937200,890,457
LavRrAArqaPaVcMNbuJSXAK,2025-05-12T00:45:56.681937200,781,820
eNHNTGxZBKUysKdr,2025-04-25T00:45:56.681937200,42,640
QeHcoxsvxPUhXFdNq,2025-05-10T00:45:56.681937200,55,136
ZISzwBnlpzJcPfoVIWarWamzydIG,2025-04-19T00:45:56.681937200,955,316
TqSpEO,2025-04-18T00:45:56.681937200,388,606
jCMOsmZDhnDiVDK,2025-04-29T00:45:56.681937200,486,116
jWwhzMTfJiPyiYD,2025-04-20T00:45:56.681937200,483,545
fTLZhwGGcg,2025-05-16T00:45:56.681937200,887,379
BHKUZNumQdtaiESkJTN,2025-04-27T00:45:56.681937200,785,414
ZCfNtvSYiteQeRzrP,2025-05-03T00:45:56.681937200,129,38
nxXrmAYstAXCEBaMqvCGGTUoHOItyk,2025-04-27T00:45:56.681937200,231,661
HDNBZSrEvwbFrrI,2025-04-27T00:45:56.681937200,509,639
BmTqZKkEsns,2025-05-12T00:45:56.681937200,846,89
DdINMVmdJaQfUmlHtglkjz,2025-05-02T00:45:56.681937200,933,301
sJnWldmryrM,2025-04-29T00:45:56.681937200,913,638
g,2025-04-25T00:45:56.681937200,9,612
QjRiHoIsYbbJEcDMczVAmjhq,2025-05-04T00:45:56.681937200,733,734
QrfCcrEEYtwDTluDCIP,2025-05-06T00:45:56.681937200,169,28
tFklvWxpLpkgQhR,2025-04-28T00:45:56.681937200,52,801
fwrAZGlYKdKYjSEXd,2025-04-26T00:45:56.681937200,408,131
ijPXbGqTUJJwaySH,2025-05-05T00:45:56.681937200,738,663
KIpVJVgFTzY,2025-04-30T00:45:56.681937200,581,615
PDAccFwMx,2025-04-28T00:45:56.681937200,318,814
lpnPw,2025-05-05T00:45:56.681937200,555,669
ldBuGQnnaXyQyuchXpmQJXx,2025-04-27T00:45:56.681937200,949,476
YRHmp,2025-04-27T00:45:56.681937200,220,323
BWzqONHNhm,2025-05-14T00:45:56.681937200,471,566
qvixNGDwIneYcZfN,2025-05-06T00:45:56.681937200,509,531
X,2025-05-16T00:45:56.682938900,853,94
qF,2025-04-27T00:45:56.682938900,744,889
Zkajhoujg,2025-04-30T00:45:56.682938900,317,129
GGPEQSUMqEg,2025-05-05T00:45:56.682938900,387,902
QsiDtkobkacJmOikOkolfh,2025-04-23T00:45:56.682938900,29,567
jZqlEvANtmItZvzMvrpr,2025-05-15T00:45:56.682938900,741,177
whBnLjCqdYFiWlnSKBrWLvqSQm,2025-04-18T00:45:56.682938900,123,426
GybdlFxULcmsyzErXDUZhHLb,2025-04-17T00:45:56.682938900,605,762
cBEJsLYvgnE,2025-05-07T00:45:56.682938900,151,198
ouxTobVXLAuVbFGVQTH,2025-05-11T00:45:56.682938900,504,582
QEFZleEhYDCIC,2025-04-19T00:45:56.682938900,782,902
bRKjWemJJibEgtRwKhGk,2025-05-14T00:45:56.682938900,198,658
SGAuYcHUajr,2025-04-26T00:45:56.682938900,614,832
MczwbtjElAjTKSChrzvAXRMAHqaecDI,2025-04-29T00:45:56.682938900,272,387
hcryIiPnQcWCmCYyuAbtSRb,2025-04-19T00:45:56.682938900,914,940
vPDdkNB,2025-04-30T00:45:56.682938900,992,188
HkKIecWlcNRT,2025-05-05T00:45:56.682938900,692,646
BpmVyuwgSvIC,2025-04-18T00:45:56.682938900,186,303
a,2025-05-01T00:45:56.682938900,145,531
mLMnAciFEaMvTseCiOJbXy,2025-05-07T00:45:56.682938900,763,212
JaZXqNZVnuxV,2025-04-28T00:45:56.682938900,944,811
wlFw,2025-04-30T00:45:56.682938900,736,960
DWHxaQlwkH,2025-04-29T00:45:56.682938900,925,579
xHUUXPkGvWoTjNfReJUoLk,2025-05-05T00:45:56.682938900,209,520
pSrekbBCLXbjqK,2025-04-25T00:45:56.682938900,683,283
fnZG,2025-04-25T00:45:56.682938900,581,824
RTYQxpzNmPfHJFfVczIfKh,2025-05-08T00:45:56.682938900,442,536
TYkotOu,2025-04-30T00:45:56.682938900,672,772
dFIHBvAscV,2025-05-11T00:45:56.682938900,759,267
mTHK,2025-05-14T00:45:56.682938900,976,693
SdCdqnmU,2025-05-14T00:45:56.682938900,725,887
kepxIvclZEGvKQjtnyuTWFFCZi,2025-05-04T00:45:56.682938900,417,246
gXuYFsjUXkLwwk,2025-05-02T00:45:56.682938900,285,188
OYxTsNSyyMolTPpdokN,2025-04-25T00:45:56.682938900,932,144
OceSGuTCdyscgAgH,2025-04-27T00:45:56.682938900,911,555
hcdTlTGdxpWmD,2025-05-04T00:45:56.682938900,918,441
EDAZdZCovZeeBvciBDLOE,2025-04-28T00:45:56.682938900,600,723
xQbMdWddC,2025-05-08T00:45:56.682938900,219,315
KacDeoZuOzFRQNcEMypxlJYtaEcDu,2025-05-10T00:45:56.682938900,339,137
EDFTczgJcE,2025-04-19T00:45:56.682938900,938,110
N,2025-05-03T00:45:56.683936600,801,498
gTcfvZSPskiaSKKfdMfdaqvaHynm,2025-04-20T00:45:56.683936600,837,726
hzxRoAkfELIlYzqy,2025-04-22T00:45:56.683936600,695,593
VVoWRORoFMsncwndNXtvMNB,2025-05-03T00:45:56.683936600,138,7
ZmGeCkFzhXPOMaYSmTR,2025-05-10T00:45:56.683936600,83,408
HUbeIVdoHyjLzEeij,2025-04-20T00:45:56.683936600,867,989
FzgzzvjpVbErERJQSc,2025-04-23T00:45:56.683936600,195,95
nwmKYUrtufOvnArLUVAlpFaqXa,2025-05-08T00:45:56.683936600,268,755
TWFalH,2025-05-10T00:45:56.683936600,683,664
wxAbR,2025-04-19T00:45:56.683936600,952,569
UdtqMChOsbWbZU,2025-05-07T00:45:56.683936600,184,61
auizJwBpaDCwsFNPkXqJtyB,2025-05-09T00:45:56.683936600,154,189
kxKYGyv,2025-05-03T00:45:56.683936600,205,275
TglRfvedPgiBPjnOuTCwbaXQwZa,2025-05-16T00:45:56.683936600,865,509
nIglFcqDmFKTAkLujqXfWLQNejdkahz,2025-05-15T00:45:56.683936600,988,358
ktkXUFTzfFkaVqIBAnnYabELvoJBx,2025-05-09T00:45:56.683936600,168,44
tyTgZDqTnzD,2025-04-25T00:45:56.683936600,412,794
dbDchrE,2025-05-07T00:45:56.683936600,517,30
kzzSdOPauHGWLYwZhuCKHeWiDWTLWh,2025-05-14T00:45:56.683936600,81,701
aiuQSWjdj,2025-05-04T00:45:56.683936600,254,383
LmKhezWtQBIII,2025-05-09T00:45:56.683936600,990,326
GhMPxpFHoaUItZBspFaVXmwcwPeh,2025-05-07T00:45:56.683936600,689,845
vZEKwEPrCnuURfOVA,2025-04-23T00:45:56.683936600,821,669
GvvgTevmmHduywXzSVARCkQ,2025-05-13T00:45:56.683936600,927,503
vrAyiKZxzFwEHvRZlDex,2025-05-03T00:45:56.683936600,705,205
GNreGVDastGneuKtLmYoZNgfr,2025-04-17T00:45:56.683936600,540,893
tAzWQubwfKGuGzfVD,2025-05-09T00:45:56.683936600,366,13
y,2025-05-05T00:45:56.683936600,123,690
hMmpAaOWbMrXPzJvh,2025-04-21T00:45:56.683936600,394,195
HSyIrDv,2025-05-16T00:45:56.683936600,31,217
MsTjXh,2025-05-05T00:45:56.683936600,287,947
uNl,2025-04-30T00:45:56.683936600,212,628
OWrnScKUvNul,2025-05-06T00:45:56.683936600,819,322
ETRDyAbsD,2025-05-04T00:45:56.683936600,406,874
zgmZTRcAstDyDjAtqplC,2025-05-01T00:45:56.683936600,353,173
TktujXO,2025-05-16T00:45:56.683936600,545,710
Bm,2025-05-04T00:45:56.683936600,121,664
HeeFSCLbBoZq,2025-05-03T00:45:56.683936600,994,633
mPmXJJHuLNNzezsZqtqBovdGE,2025-05-15T00:45:56.683936600,506,420
nAVxgFQamgeZLZiPkEE,2025-04-19T00:45:56.683936600,89,566
XemsToDwdTnjsRiNrfTWLOmrERvXr,2025-05-15T00:45:56.684937100,699,460
eTHbOtqVjWAHRpSQofmCmsMSpjC,2025-05-06T00:45:56.684937100,276,670
hAwlRXmyOtRJPypAMyWMRJtEmFTunB,2025-05-06T00:45:56.684937100,535,72
Cw,2025-04-22T00:45:56.684937100,710,943
EAAUColRURZiUxWsKxo,2025-04-30T00:45:56.684937100,215,298
hnOqTYXtEmQRQqMY,2025-04-25T00:45:56.684937100,952,224
MdPUnmyRRZtINhITMlxghvVOCuWTzaN,2025-04-27T00:45:56.684937100,237,189
Q,2025-04-20T00:45:56.684937100,909,480
RgWXAXGWTyxXrDwwv,2025-05-03T00:45:56.684937100,304,172
txlfrXsLcpcMQTfmJUKMIbEKSkKMmA,2025-04-28T00:45:56.684937100,22,860
SRRSjTFQOxgyvrZdyNFB,2025-04-17T00:45:56.684937100,534,860
hprFqqDEDu,2025-04-30T00:45:56.684937100,642,778
tOWhegwcolKSSGGhDwsAU,2025-05-03T00:45:56.684937100,703,215
dgoCihlHdh,2025-05-14T00:45:56.684937100,351,424
hgjwkc,2025-04-27T00:45:56.684937100,891,850
TbjUaIrW,2025-05-04T00:45:56.684937100,207,27
DchYEadyJ,2025-05-07T00:45:56.684937100,517,394
ozdDQiLVY,2025-05-08T00:45:56.684937100,813,896
MgCfzywoDxGJEvThrkQjOmjX,2025-04-28T00:45:56.684937100,362,760
ZijcxqlcDMpHklGaUYytZmdhsZR,2025-04-29T00:45:56.684937100,156,266
UwFlyvfYsleKFyslVwVwXHwhz,2025-05-14T00:45:56.684937100,149,809
OjqwYNfovzGWQfnF,2025-04-21T00:45:56.684937100,484,361
wlTLflpt,2025-04-25T00:45:56.684937100,368,980
DWkesxhwvNMWJjF,2025-05-13T00:45:56.684937100,104,852
AzgeNBKEXUgwdXi,2025-04-23T00:45:56.684937100,554,166
juNAZjxTDLw,2025-04-17T00:45:56.684937100,997,466
